seed,k_known,k_total,alpha,omega,n,r,sigma_x,sigma_y,p_lo,p_hi,F_keep_n,bb_acc,cbm_acc,cbm_mse,F_pair_raw_mean,E_pair_raw_mean,S_frob_abs,S_frob_rel,Cov_frob_abs,Cov_frob_rel,T1,T2,T3,T4
1,10,50,-1.0,0.0,8000,64,0.3,1.5,0.2,0.8,871,0.8745,0.8065,6.275986194610596,0.01620980172232925,0.002679809344570256,14.50294017791748,0.9889002101620401,23.92605006543909,0.5413601971481451,44.49646292797655,0.0,0.0,0.0
1,10,50,0.0,0.0,8000,64,0.3,1.5,0.2,0.8,692,0.887,0.8175,2.338770627975464,0.001590016728409359,0.003772592324660056,16.945011138916016,0.9897469925127246,9.235558462218789,0.2623177295834946,44.49646292797655,0.0,0.0,0.0
1,10,50,1.0,0.0,8000,64,0.3,1.5,0.2,0.8,967,0.8655,0.677,16.826839447021484,0.03919703592352259,0.0026598477619700135,12.103116989135742,0.9961456476586609,52.8948370604444,0.7164501025220378,44.49646292797655,0.0,0.0,0.0
1,10,50,-1.0,0.25,8000,64,0.3,1.5,0.2,0.8,336,0.935,0.6745,6.317322731018066,0.05626623664373053,0.0026151082982930045,11.434900283813477,0.9961805646136901,23.810471544222523,0.5440492535393883,25.02926099618877,5.625066564887679,53.922215091764585,86.72417671597759
1,10,50,0.0,0.25,8000,64,0.3,1.5,0.2,0.8,352,0.927,0.673,2.374143362045288,0.022760274204322032,0.0036789658013731243,15.847024917602539,0.9935478740450637,9.334982560186711,0.2713279804959252,25.02926099618877,0.0,0.0,86.72417671597759
1,10,50,1.0,0.25,8000,64,0.3,1.5,0.2,0.8,200,0.9595,0.5795,16.907333374023438,0.04937980794606523,0.0026426850248956017,12.371702194213867,1.0022790394811216,52.60428725239542,0.7159982775479131,25.02926099618877,1.5541748286018118,374.50665616088935,86.72417671597759
1,10,50,-1.0,0.5,8000,64,0.3,1.5,0.2,0.8,200,0.958,0.624,6.31641149520874,0.027728986990405248,0.002602247388050374,12.953093528747559,1.0037689641736633,23.837161298807356,0.5464026402899267,11.124115731994138,7.50008866443561,215.68886036705834,346.89670686391037
1,10,50,0.0,0.5,8000,64,0.3,1.5,0.2,0.8,200,0.9525,0.6205,2.3891139030456543,0.030226803274773475,0.003661235217522416,14.011275291442871,0.9965051511477672,9.465810048166965,0.2767627148717666,11.124115731994138,0.0,0.0,346.89670686391037
1,10,50,1.0,0.5,8000,64,0.3,1.5,0.2,0.8,200,0.9755,0.574,16.914928436279297,0.055370131652388306,0.002643329952843487,13.156710624694824,0.9993159850589458,52.58101109429234,0.7162652113923201,11.124115731994138,2.072232904444162,1498.0266246435574,346.89670686391037
1,10,50,-1.0,0.75,8000,64,0.3,1.5,0.2,0.8,200,0.9565,0.6045,6.316946029663086,0.022308620642838325,0.0025991338757901557,14.405816078186035,1.0019138755345454,23.856889065530893,0.5473154443115866,2.7810289329985345,5.62506610938047,485.29984009578766,780.51761942349
1,10,50,0.0,0.75,8000,64,0.3,1.5,0.2,0.8,200,0.9545,0.6335,2.3938963413238525,0.02141498936754134,0.0036604717069874623,14.101661682128906,0.9986390051716015,9.490865611517533,0.27757293372185393,2.7810289329985345,0.0,0.0,780.51761942349
